Date,SP500,VIX,OIL,GOLD,DXY
2015-01-05,-0.01844721353258727,0.11308770284569483,-0.06045842719332634,0.01498000666245465,0.00328834477907132
2015-01-06,-0.00893325469070017,0.05849624258802025,-0.03858077857750887,0.01271065639212335,0.0013123662030592302
2015-01-07,0.011562735844876304,-0.08959742979111619,0.0009780548800754378,-0.00716087932157311,0.004253230589119972
2015-01-08,0.01773016812715569,-0.126821648919881,-0.003721528930789184,-0.0018188935745322122,0.005210077468490509
2015-01-09,-0.008439322147078786,0.031252486576047685,-0.01682039214643258,0.006269592809968894,-0.004666063406662007
2015-01-12,-0.008126616843470486,0.1104756792596721,-0.05496565482814224,0.013640062420648448,0.00043498167569568216
2015-01-13,-0.0025818854358163217,0.047817828912186486,-0.017869017219899228,0.0012972013624871278,0.003581252946033692
2015-01-14,-0.00583002896797565,0.04377483371810692,0.044087712885997,8.099451778340471e-05,-0.0016262148701430995
2015-01-15,-0.009290903004567546,0.04149215502115005,-0.021171411184138476,0.0242498594504341,0.0020594534384568565
2015-01-16,0.013334893186267299,-0.06647572056535206,0.00041947270824256653,0.009600383272961813,0.0018391109574419197
2015-01-20,0.001548752433400387,-0.051921620605776465,0.0062709873315708155,0.013457421344314642,0.005712214805317757
2015-01-21,0.004720465022189361,-0.053704128048387,0.021439639920577708,-0.0003864137138910775,-0.0016133536404725687
2015-01-22,0.015154313070630327,-0.13923162256133706,-0.010456237255690979,0.005396251348961029,0.014321034990542054
2015-01-23,-0.005506656279301935,0.01572931600995626,0.005549299082012005,-0.00624686858857903,0.008032194365244959
2015-01-26,0.0025651679986232745,-0.07088108332960535,-0.012996594760184747,-0.010264437842764765,-0.002107450148027133
2015-01-27,-0.013478287815857576,0.10394191487454535,0.029462005134981352,0.009567905338056997,-0.00826195156099266
2015-01-28,-0.01358750281102202,0.17142233233886708,-0.023045727925194628,-0.004500261174159382,0.004774846811117266
2015-01-29,0.00948951705826357,-0.08576683568496396,0.013524792879148598,-0.024642104059361822,0.003276066957471415
2015-01-30,-0.013077099006318498,0.11136585639104273,0.07563338025868385,0.018870738528237115,0.00021103779240393226
2015-02-02,0.012879170000215516,-0.07627453307387483,0.03267412051677869,-0.0018006415575542159,-0.003169606952816686
2015-02-03,0.014336238577453099,-0.11437917977067641,0.056112709906173966,-0.013013315577139663,-0.009569467318275873
2015-02-04,-0.0041647065724529616,0.05609995836427453,-0.06694745281611852,0.003249535378765735,0.004158003722514638
2015-02-05,0.010238810710909235,-0.08418837825184554,0.04353617817374114,-0.0014253298741546375,0.007525597062564856
2015-02-06,-0.00342402761187852,0.025777673208937757,0.02150995851828043,-0.022517859410575658,0.0
2015-02-09,-0.004256239310481708,0.07034139527817063,0.009299204576381713,0.005576467523877212,-0.0026434063298118957
2015-02-10,0.010618979554062366,-0.07381772395262162,-0.03328702966597872,-0.007442254987160046,0.003276840197484233
2015-02-11,-2.9034010158247172e-05,-0.015794447589819655,-0.03186875968075054,-0.010283266746028365,0.002424198578913868
2015-02-12,0.009598295065916026,-0.10039377049602104,0.04279588522657316,0.0009019520901303559,-0.009519868315758748
2015-02-13,0.004066459227779422,-0.043296844265169485,0.005941998550203085,0.005231782127142109,0.001168417088408813
2015-02-17,0.0015962996977983961,0.07284299048374784,0.08577636057221094,-0.015115727381669742,-0.0014872986246748715
2015-02-18,-0.00031435862322874816,-0.02240096110629207,-0.032507332320642214,-0.006977372496271956,0.0014872986246747884
2015-02-19,-0.0010626217157189283,-0.010409973552381732,-0.005300653465897855,0.0061492836610937025,0.0021209401296892623
2015-02-20,0.006107842721055837,-0.06693946684211022,0.00016610705352689117,-0.002239230603391369,-0.0015902629873061637
2015-02-23,-0.000303385211985694,0.018018520984404013,-0.022163426760509655,-0.0034099716670723044,0.0033894714723176574
2015-02-24,0.002754972468831103,-0.06161246293934012,-0.004083055615724521,-0.0028366649341615255,-0.0008463116139093573
2015-02-25,-0.0007660169636026022,0.010897352565632288,0.049390721357164775,0.00341964180291274,-0.0029676628438944468
2015-02-26,-0.00147711863025381,0.0050450337510371925,-0.025971246484321704,0.007135163161701397,0.011398559625263595
2015-02-27,-0.0029606830486323707,-0.041840943039847,0.041268231679236045,0.0024770882622964334,-0.0004198689610873802
2015-03-02,0.0061062381811330165,-0.022745498352724706,-0.049797396535851524,-0.0040491106533266635,0.0022022879802493143
2015-03-03,-0.004548872603817568,0.06098541541786991,0.024553315826079364,-0.0030683369818883667,-0.0008384179131867331
2015-03-04,-0.004398161230154572,0.02634541094184929,-0.007732229391441411,-0.0028279353859085,0.006166771275295813
2015-03-05,0.001195365251036089,-0.013441984052200456,-0.0011567330965113133,-0.003922351093293688,0.004263027365590325
2015-03-06,-0.014275356362467066,0.0793850194232402,-0.012478325222101147,-0.02695082510784794,0.012783735879685785
2015-03-09,0.003936662357975969,-0.009253165069142574,-0.020294976633228008,0.0019738679038005798,-0.0003074269665330726
2015-03-10,-0.017106820937141425,0.10276751943766035,-0.037247595451769276,-0.0054159159489475485,0.010499117018220226
2015-03-11,-0.001919520676484767,0.01072717663256296,0.020188547039212378,-0.008135776840567531,0.011894105250021353
2015-03-12,0.012522702206037068,-0.089871573222055,-0.008026549347169013,0.0012159324570827387,-0.00653434354074788
2015-03-13,-0.006093237090196838,0.036923349156871114,-0.04313874527333205,0.0004338959677507792,0.011830900832436621
