Date,SP500,VIX,OIL,GOLD,DXY
2012-03-31,0.03085147563299614,-0.1731397643151733,0.0017919169940076945,-0.024030497420610756,0.002537067751789651
2012-04-30,-0.007525699544988767,0.10115812744361492,0.0017919169940076945,-0.024030497420610756,-0.001775290709282949
2012-05-31,-0.06469930815862472,0.3385525369808082,-0.18751072948400763,-0.06605332117335709,0.05253633356527655
2012-06-30,0.03879271987369995,-0.3426425044560589,-0.04077290931877348,0.025837655194565958,-0.016880592338195766
2012-07-31,0.01251888494028272,0.10283979744894364,-0.04077290931877348,0.025837655194565958,0.012051979321196185
2012-08-31,0.01957060970187109,-0.08026289650080926,0.1582613789970336,0.04933939225555531,-0.01696299621586872
2012-09-30,0.023947118796254597,-0.10491539687282764,-0.01921102714235375,0.05007267628913248,-0.016254437386186375
2012-10-31,-0.019987842358050206,0.16759191325940856,-0.03338319404740401,-0.030731063581393162,-0.0002502723944573103
2012-11-30,0.0028426724604567314,-0.1587310739011107,0.02300839373193254,-0.003850182996182521,0.002873786664149114
2012-12-31,0.0070433681007134085,0.12705175025611132,-0.0010794526949107208,-0.02132577780073347,-0.004752446252972545
2013-01-31,0.04919779199874611,-0.2326223393713393,0.039182656041965525,-0.00851481617361087,-0.007044909922420711
2013-02-28,0.010999927126354463,0.08262505373355504,-0.03675560962914161,-0.05121090881149858,0.03437281410643371
2013-03-31,0.035355294329704884,-0.19988301349944437,-0.012285616566679019,0.010780307809804338,0.012244736845145921
2013-04-30,0.017924165836652507,0.06256812602702487,-0.0720684091736515,-0.07999051966645229,-0.015298920268044521
2013-05-31,0.020550202383511563,0.18699495653353698,-0.01953113313799872,-0.05558536148066595,0.019987266910618678
2013-06-30,-0.015112928770280075,0.033778927768254946,0.017477652947455267,-0.12921167404994705,-0.002521755647323992
2013-07-31,0.04827772805178804,-0.22596489690805174,0.052809308255529284,0.06989672876233642,-0.020897386284602804
2013-08-31,-0.03179826803794541,0.2348223279966753,0.05693662675623301,0.061825076817717074,0.007826864169080721
2013-09-30,0.02931559136642498,-0.02439870152089124,0.05693662675623301,0.061825076817717074,-0.023043286190417407
2013-10-31,0.04362997111283392,-0.18836389423002098,-0.04640730231452678,-0.05332733890501119,-0.00024939873822412865
2013-11-30,0.02766328977323541,-0.003643005200753966,0.007779347412248495,-0.05673186199094222,0.005967240047931531
2013-12-31,0.0232894744820535,0.001458822848653874,0.007779347412248495,-0.05673186199094222,-0.007964195714651467
2014-01-31,-0.0362314077760193,0.2940393451961907,-0.030452636432058956,-0.008431414789763786,0.015250382305269325
2014-02-28,0.042213375072275613,-0.27383665734141216,0.024784283894159535,0.06349979725013735,-0.01850407228278041
2014-03-31,0.006908248426944213,-0.008608366291577265,-0.012083323216597218,-0.02917897373232003,0.004003003848245178
2014-04-30,0.0061816433655846855,-0.03444827740875875,0.0028726105651295593,0.009461064113975433,-0.007644634313822071
2014-05-31,0.020812196013358243,-0.16238736397673006,0.01232316446892702,-0.03935656753380134,0.011009805688029143
2014-06-30,0.018878996713560546,0.014802192890920449,0.01232316446892702,-0.03935656753380134,-0.007368175222452053
2014-07-31,-0.01519468763799153,0.38185236400852257,-0.03147460306368111,0.02825790370425318,0.020839259804892082
2014-08-31,0.03696364440798924,-0.33788920158993413,-0.027055751109496328,0.0035059050586858814,0.01571192327588622
2014-09-30,-0.01563543610528987,0.2993997066410382,-0.08617483198759888,-0.06034763330437137,0.03782539249794087
2014-10-31,0.022936398829564386,-0.15058050880707208,-0.09767907089425573,-0.03309004017714203,0.01087841781699838
2014-11-30,0.024237473563306713,-0.05118074661452686,-0.20208224160496893,0.003494847109916711,0.01689156088735983
2014-12-31,-0.004197384221126008,0.36489319030302436,-0.20181174944098101,0.007375789728429573,0.021385756662892313
2015-01-31,-0.031532779266425476,0.08818249339948063,-0.07872083067931664,0.0768734216919241,0.048964299330149896
2015-02-28,0.053438876325627216,-0.4523257602437952,-0.07872083067931664,0.0768734216919241,0.004735572554296681
2015-04-30,0.008484722544635536,-0.04960801071964736,0.23130036805620496,-0.07814122388941637,-0.03897676362523977
2015-05-31,0.010436729675336851,-0.050028045511766706,-0.018437899599673895,0.005902706957036512,0.02412529060719022
2015-06-30,-0.021235558871758677,0.2755056023654521,-0.030509488957488284,-0.015164019851011129,-0.01476124294436164
2015-07-31,0.019549682990019603,-0.40821159238126364,-0.1971821977918923,-0.06762192177048758,0.019496675607483877
2015-08-31,-0.06462473099312395,0.852587965198347,0.0364839717387595,0.03296948167523247,-0.014690992550347795
2015-09-30,-0.02679873096346286,-0.14877181884651416,-0.11287823687303405,-0.014329803980008056,0.004160188375542639
2015-10-31,0.07971937954339872,-0.48596712516282686,0.02430431971789907,0.023040452097263037,0.006207971187472296
2015-11-30,0.0005047417068051869,0.06797484771991277,0.02430431971789907,0.023040452097263037,0.032673374133186946
2015-12-31,-0.01768565839025723,0.1212900033556721,-0.28472712739739936,-0.07379125398686322,-0.015493277225627817
2016-01-31,-0.052067617305496784,0.10371179871299885,-0.07056514794514325,0.05155731154774185,0.009887120165913718
2016-02-29,-0.00413690551499243,0.017178261639797278,0.03479348251616852,0.100070660159854,-0.014154533436943718
2016-03-31,0.06390499028682897,-0.387381409221611,0.09614378808390574,0.0002430426338119695,-0.037556310338072815
2016-04-30,0.0026957614511553935,0.11818120561092034,0.19507662577917587,0.04359888574213941,-0.016092365403541396
2016-05-31,0.015208366810523843,-0.10112323860489073,0.19507662577917587,0.04359888574213941,0.02974233669453881
2016-06-30,0.0009105066031534965,0.09665469015460666,0.031696738260738704,0.02239706560662081,0.002603761316776516
2016-07-31,0.03499043269105408,-0.2751779527748737,-0.1570400090550568,0.022944678534600846,-0.006365134613544816
2016-08-31,-0.0012199867803522136,0.12273193824824129,0.10243588834011616,-0.03170563792387016,0.00511614663831946
